"Instance_number numeric","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
1204,618,23,6205,5641,0.523806,0.964119,0.090576,0.964119,0.909424,0.165595,0.546408,1.764466,0.000026
1205,618,23,6203,5643,0.523637,0.964119,0.090603,0.964119,0.909397,0.165639,0.546248,1.764983,0.000026
1206,618,23,6201,5645,0.523468,0.964119,0.090629,0.964119,0.909371,0.165684,0.546088,1.765501,0.000026
1207,618,23,6200,5646,0.523383,0.964119,0.090642,0.964119,0.909358,0.165706,0.546008,1.76576,0.000026
1208,618,23,6198,5648,0.523215,0.964119,0.090669,0.964119,0.909331,0.16575,0.545848,1.766278,0.000027
1209,618,23,6197,5649,0.52313,0.964119,0.090682,0.964119,0.909318,0.165773,0.545768,1.766537,0.000027
1210,618,23,6196,5650,0.523046,0.964119,0.090696,0.964119,0.909304,0.165795,0.545688,1.766796,0.000027
1211,618,23,6195,5651,0.522961,0.964119,0.090709,0.964119,0.909291,0.165817,0.545607,1.767055,0.000027
1212,618,23,6194,5652,0.522877,0.964119,0.090722,0.964119,0.909278,0.165839,0.545527,1.767315,0.000027
1213,618,23,6190,5656,0.522539,0.964119,0.090776,0.964119,0.909224,0.165928,0.545207,1.768353,0.000027
1214,618,23,6189,5657,0.522455,0.964119,0.090789,0.964119,0.909211,0.165951,0.545127,1.768613,0.000027
1215,618,23,6187,5659,0.522286,0.964119,0.090816,0.964119,0.909184,0.165995,0.544967,1.769133,0.000027
1216,618,23,6186,5660,0.522202,0.964119,0.090829,0.964119,0.909171,0.166017,0.544887,1.769393,0.000027
1217,618,23,6184,5662,0.522033,0.964119,0.090856,0.964119,0.909144,0.166062,0.544727,1.769913,0.000027
1218,618,23,6183,5663,0.521948,0.964119,0.090869,0.964119,0.909131,0.166084,0.544646,1.770173,0.000027
1219,618,23,6182,5664,0.521864,0.964119,0.090882,0.964119,0.909118,0.166107,0.544566,1.770434,0.000027
1220,618,23,6181,5665,0.52178,0.964119,0.090896,0.964119,0.909104,0.166129,0.544486,1.770694,0.000027
1221,618,23,6179,5667,0.521611,0.964119,0.090922,0.964119,0.909078,0.166174,0.544326,1.771215,0.000027
1222,618,23,6176,5670,0.521357,0.964119,0.090963,0.964119,0.909037,0.166241,0.544086,1.771997,0.000027
1223,618,23,6170,5676,0.520851,0.964119,0.091043,0.964119,0.908957,0.166375,0.543605,1.773563,0.000027
1224,618,23,6167,5679,0.520598,0.964119,0.091083,0.964119,0.908917,0.166442,0.543365,1.774348,0.000027
1225,618,23,6165,5681,0.520429,0.964119,0.09111,0.964119,0.90889,0.166487,0.543205,1.774871,0.000028
1226,618,23,6164,5682,0.520344,0.964119,0.091124,0.964119,0.908876,0.166509,0.543125,1.775132,0.000028
1227,618,23,6163,5683,0.52026,0.964119,0.091137,0.964119,0.908863,0.166532,0.543045,1.775394,0.000028
1228,618,23,6162,5684,0.520176,0.964119,0.09115,0.964119,0.90885,0.166554,0.542965,1.775656,0.000028
1229,618,23,6160,5686,0.520007,0.964119,0.091177,0.964119,0.908823,0.166599,0.542805,1.77618,0.000028
1230,618,23,6159,5687,0.519922,0.964119,0.091191,0.964119,0.908809,0.166622,0.542724,1.776442,0.000028
1231,618,23,6158,5688,0.519838,0.964119,0.091204,0.964119,0.908796,0.166644,0.542644,1.776704,0.000028
1232,618,23,6157,5689,0.519754,0.964119,0.091218,0.964119,0.908782,0.166667,0.542564,1.776967,0.000028
1233,618,23,6156,5690,0.519669,0.964119,0.091231,0.964119,0.908769,0.166689,0.542484,1.777229,0.000029
1234,618,23,6153,5693,0.519416,0.964119,0.091272,0.964119,0.908728,0.166757,0.542244,1.778016,0.000029
1235,618,23,6143,5703,0.518572,0.964119,0.091407,0.964119,0.908593,0.166982,0.541443,1.780646,0.000029
1236,618,23,6142,5704,0.518487,0.964119,0.09142,0.964119,0.90858,0.167004,0.541363,1.78091,0.000029
1237,618,23,6141,5705,0.518403,0.964119,0.091434,0.964119,0.908566,0.167027,0.541283,1.781173,0.000029
1238,618,23,6136,5710,0.517981,0.964119,0.091501,0.964119,0.908499,0.16714,0.540883,1.782492,0.000029
1239,618,23,6133,5713,0.517728,0.964119,0.091542,0.964119,0.908458,0.167208,0.540642,1.783284,0.000029
1240,618,23,6132,5714,0.517643,0.964119,0.091556,0.964119,0.908444,0.16723,0.540562,1.783548,0.000029
1241,618,23,6131,5715,0.517559,0.964119,0.091569,0.964119,0.908431,0.167253,0.540482,1.783812,0.000029
1242,617,24,6131,5715,0.517559,0.962559,0.091434,0.962559,0.908566,0.167005,0.540402,1.78119,0.000029
1243,617,24,6130,5716,0.517474,0.962559,0.091448,0.962559,0.908552,0.167028,0.540322,1.781454,0.000029
1244,617,24,6128,5718,0.517305,0.962559,0.091475,0.962559,0.908525,0.167073,0.540162,1.781982,0.000029
1245,617,24,6126,5720,0.517137,0.962559,0.091502,0.962559,0.908498,0.167118,0.540002,1.78251,0.000029
1246,617,24,6125,5721,0.517052,0.962559,0.091516,0.962559,0.908484,0.167141,0.539922,1.782775,0.000029
1247,617,24,6121,5725,0.516715,0.962559,0.09157,0.962559,0.90843,0.167231,0.539601,1.783833,0.000029
1248,617,24,6120,5726,0.51663,0.962559,0.091584,0.962559,0.908416,0.167254,0.539521,1.784098,0.000029
1249,617,24,6119,5727,0.516546,0.962559,0.091597,0.962559,0.908403,0.167277,0.539441,1.784363,0.000029
1250,617,24,6118,5728,0.516461,0.962559,0.091611,0.962559,0.908389,0.167299,0.539361,1.784628,0.000029
1251,617,24,6115,5731,0.516208,0.962559,0.091652,0.962559,0.908348,0.167367,0.539121,1.785423,0.000029
1252,617,24,6114,5732,0.516124,0.962559,0.091665,0.962559,0.908335,0.16739,0.539041,1.785688,0.000029
1253,617,24,6113,5733,0.516039,0.962559,0.091679,0.962559,0.908321,0.167413,0.538961,1.785954,0.00003
1254,617,24,6111,5735,0.51587,0.962559,0.091706,0.962559,0.908294,0.167458,0.5388,1.786485,0.00003
1255,617,24,6110,5736,0.515786,0.962559,0.09172,0.962559,0.90828,0.167481,0.53872,1.78675,0.00003
1256,617,24,6106,5740,0.515448,0.962559,0.091775,0.962559,0.908225,0.167572,0.5384,1.787813,0.00003
1257,617,24,6104,5742,0.515279,0.962559,0.091802,0.962559,0.908198,0.167617,0.53824,1.788345,0.00003
1258,617,24,6103,5743,0.515195,0.962559,0.091815,0.962559,0.908185,0.16764,0.53816,1.788611,0.00003
1259,617,24,6101,5745,0.515026,0.962559,0.091843,0.962559,0.908157,0.167686,0.538,1.789144,0.00003
1260,617,24,6097,5749,0.514689,0.962559,0.091898,0.962559,0.908102,0.167777,0.537679,1.79021,0.00003
1261,617,24,6095,5751,0.51452,0.962559,0.091925,0.962559,0.908075,0.167823,0.537519,1.790743,0.00003
1262,617,24,6093,5753,0.514351,0.962559,0.091952,0.962559,0.908048,0.167868,0.537359,1.791277,0.00003
1263,617,24,6092,5754,0.514266,0.962559,0.091966,0.962559,0.908034,0.167891,0.537279,1.791544,0.00003
1264,617,24,6091,5755,0.514182,0.962559,0.09198,0.962559,0.90802,0.167914,0.537199,1.791811,0.00003
1265,617,24,6090,5756,0.514098,0.962559,0.091993,0.962559,0.908007,0.167937,0.537119,1.792078,0.00003
1266,617,24,6089,5757,0.514013,0.962559,0.092007,0.962559,0.907993,0.16796,0.537039,1.792345,0.00003
1267,617,24,6088,5758,0.513929,0.962559,0.092021,0.962559,0.907979,0.167983,0.536958,1.792613,0.000031
1268,617,24,6087,5759,0.513844,0.962559,0.092035,0.962559,0.907965,0.168005,0.536878,1.79288,0.000031
1269,617,24,6086,5760,0.51376,0.962559,0.092048,0.962559,0.907952,0.168028,0.536798,1.793148,0.000031
1270,617,24,6085,5761,0.513676,0.962559,0.092062,0.962559,0.907938,0.168051,0.536718,1.793415,0.000031
1271,617,24,6084,5762,0.513591,0.962559,0.092076,0.962559,0.907924,0.168074,0.536638,1.793683,0.000031
1272,617,24,6083,5763,0.513507,0.962559,0.09209,0.962559,0.90791,0.168097,0.536558,1.79395,0.000031
1273,617,24,6082,5764,0.513422,0.962559,0.092103,0.962559,0.907897,0.16812,0.536478,1.794218,0.000031
1274,617,24,6081,5765,0.513338,0.962559,0.092117,0.962559,0.907883,0.168143,0.536398,1.794486,0.000031
1275,617,24,6076,5770,0.512916,0.962559,0.092186,0.962559,0.907814,0.168257,0.535997,1.795827,0.000031
1276,617,24,6075,5771,0.512831,0.962559,0.0922,0.962559,0.9078,0.16828,0.535917,1.796095,0.000031
1277,617,24,6073,5773,0.512663,0.962559,0.092227,0.962559,0.907773,0.168326,0.535757,1.796632,0.000031
1278,617,24,6072,5774,0.512578,0.962559,0.092241,0.962559,0.907759,0.168349,0.535677,1.796901,0.000031
1279,617,24,6070,5776,0.512409,0.962559,0.092269,0.962559,0.907731,0.168395,0.535517,1.797438,0.000031
1280,617,24,6068,5778,0.51224,0.962559,0.092296,0.962559,0.907704,0.168441,0.535357,1.797976,0.000031
1281,617,24,6067,5779,0.512156,0.962559,0.09231,0.962559,0.90769,0.168464,0.535277,1.798245,0.000031
1282,617,24,6063,5783,0.511818,0.962559,0.092365,0.962559,0.907635,0.168556,0.534956,1.799322,0.000031
1283,617,24,6061,5785,0.51165,0.962559,0.092393,0.962559,0.907607,0.168602,0.534796,1.79986,0.000031
1284,617,24,6060,5786,0.511565,0.962559,0.092407,0.962559,0.907593,0.168625,0.534716,1.80013,0.000031
1285,617,24,6059,5787,0.511481,0.962559,0.092421,0.962559,0.907579,0.168648,0.534636,1.8004,0.000031
1286,617,24,6057,5789,0.511312,0.962559,0.092448,0.962559,0.907552,0.168694,0.534476,1.800939,0.000031
1287,617,24,6056,5790,0.511227,0.962559,0.092462,0.962559,0.907538,0.168718,0.534396,1.801209,0.000031
1288,617,24,6055,5791,0.511143,0.962559,0.092476,0.962559,0.907524,0.168741,0.534316,1.801479,0.000032
1289,617,24,6051,5795,0.510805,0.962559,0.092531,0.962559,0.907469,0.168833,0.533995,1.80256,0.000032
1290,617,24,6048,5798,0.510552,0.962559,0.092573,0.962559,0.907427,0.168902,0.533755,1.803371,0.000032
1291,617,24,6047,5799,0.510468,0.962559,0.092587,0.962559,0.907413,0.168925,0.533675,1.803642,0.000032
1292,617,24,6046,5800,0.510383,0.962559,0.092601,0.962559,0.907399,0.168949,0.533595,1.803912,0.000032
1293,617,24,6045,5801,0.510299,0.962559,0.092615,0.962559,0.907385,0.168972,0.533515,1.804183,0.000032
1294,617,24,6042,5804,0.510046,0.962559,0.092657,0.962559,0.907343,0.169041,0.533275,1.804996,0.000032
1295,617,24,6041,5805,0.509961,0.962559,0.09267,0.962559,0.90733,0.169064,0.533195,1.805267,0.000032
1296,617,24,6040,5806,0.509877,0.962559,0.092684,0.962559,0.907316,0.169087,0.533114,1.805538,0.000032
1297,617,24,6039,5807,0.509792,0.962559,0.092698,0.962559,0.907302,0.169111,0.533034,1.805809,0.000032
1298,617,24,6038,5808,0.509708,0.962559,0.092712,0.962559,0.907288,0.169134,0.532954,1.806081,0.000032
1299,617,24,6037,5809,0.509624,0.962559,0.092726,0.962559,0.907274,0.169157,0.532874,1.806352,0.000032
1300,617,24,6036,5810,0.509539,0.962559,0.09274,0.962559,0.90726,0.16918,0.532794,1.806624,0.000032
1301,617,24,6033,5813,0.509286,0.962559,0.092782,0.962559,0.907218,0.16925,0.532554,1.807439,0.000032
1302,617,24,6027,5819,0.508779,0.962559,0.092866,0.962559,0.907134,0.169389,0.532073,1.809071,0.000032
1303,617,24,6025,5821,0.508611,0.962559,0.092894,0.962559,0.907106,0.169436,0.531913,1.809616,0.000032
1304,617,24,6024,5822,0.508526,0.962559,0.092908,0.962559,0.907092,0.169459,0.531833,1.809888,0.000033
1305,617,24,6021,5825,0.508273,0.962559,0.09295,0.962559,0.90705,0.169529,0.531593,1.810706,0.000033
1306,617,24,6020,5826,0.508188,0.962559,0.092964,0.962559,0.907036,0.169552,0.531513,1.810979,0.000033
1307,617,24,6019,5827,0.508104,0.962559,0.092978,0.962559,0.907022,0.169575,0.531433,1.811252,0.000033
1308,617,24,6018,5828,0.50802,0.962559,0.092992,0.962559,0.907008,0.169599,0.531353,1.811525,0.000033
1309,617,24,6016,5830,0.507851,0.962559,0.09302,0.962559,0.90698,0.169645,0.531192,1.812071,0.000033
1310,617,24,6015,5831,0.507766,0.962559,0.093034,0.962559,0.906966,0.169669,0.531112,1.812344,0.000033
1311,617,24,6013,5833,0.507598,0.962559,0.093062,0.962559,0.906938,0.169715,0.530952,1.812891,0.000033
1312,617,24,6011,5835,0.507429,0.962559,0.09309,0.962559,0.90691,0.169762,0.530792,1.813438,0.000033
1313,617,24,6009,5837,0.50726,0.962559,0.093118,0.962559,0.906882,0.169809,0.530632,1.813986,0.000033
1314,617,24,6008,5838,0.507175,0.962559,0.093132,0.962559,0.906868,0.169832,0.530552,1.814259,0.000033
1315,617,24,6004,5842,0.506838,0.962559,0.093188,0.962559,0.906812,0.169926,0.530231,1.815355,0.000033
1316,617,24,6003,5843,0.506753,0.962559,0.093202,0.962559,0.906798,0.169949,0.530151,1.81563,0.000033
1317,617,24,5999,5847,0.506416,0.962559,0.093259,0.962559,0.906741,0.170043,0.529831,1.816727,0.000034
1318,617,24,5994,5852,0.505994,0.962559,0.093329,0.962559,0.906671,0.17016,0.529431,1.818101,0.000034
1319,617,24,5993,5853,0.505909,0.962559,0.093343,0.962559,0.906657,0.170183,0.529351,1.818376,0.000034
1320,617,24,5992,5854,0.505825,0.962559,0.093358,0.962559,0.906642,0.170207,0.52927,1.818652,0.000034
1321,617,24,5991,5855,0.50574,0.962559,0.093372,0.962559,0.906628,0.17023,0.52919,1.818927,0.000034
1322,617,24,5988,5858,0.505487,0.962559,0.093414,0.962559,0.906586,0.170301,0.52895,1.819753,0.000034
1323,617,24,5987,5859,0.505403,0.962559,0.093428,0.962559,0.906572,0.170324,0.52887,1.820028,0.000034
1324,617,24,5986,5860,0.505318,0.962559,0.093442,0.962559,0.906558,0.170348,0.52879,1.820304,0.000034
1325,617,24,5985,5861,0.505234,0.962559,0.093457,0.962559,0.906543,0.170371,0.52871,1.82058,0.000034
1326,617,24,5981,5865,0.504896,0.962559,0.093513,0.962559,0.906487,0.170466,0.52839,1.821684,0.000034
1327,617,24,5979,5867,0.504727,0.962559,0.093542,0.962559,0.906458,0.170513,0.528229,1.822236,0.000034
1328,617,24,5978,5868,0.504643,0.962559,0.093556,0.962559,0.906444,0.170536,0.528149,1.822512,0.000035
1329,617,24,5977,5869,0.504559,0.962559,0.09357,0.962559,0.90643,0.17056,0.528069,1.822789,0.000035
1330,617,24,5973,5873,0.504221,0.962559,0.093627,0.962559,0.906373,0.170654,0.527749,1.823895,0.000035
1331,617,24,5972,5874,0.504136,0.962559,0.093641,0.962559,0.906359,0.170678,0.527669,1.824172,0.000035
1332,617,24,5971,5875,0.504052,0.962559,0.093655,0.962559,0.906345,0.170701,0.527589,1.824449,0.000035
1333,617,24,5970,5876,0.503968,0.962559,0.093669,0.962559,0.906331,0.170725,0.527509,1.824726,0.000035
1334,617,24,5969,5877,0.503883,0.962559,0.093684,0.962559,0.906316,0.170749,0.527429,1.825003,0.000035
1335,617,24,5968,5878,0.503799,0.962559,0.093698,0.962559,0.906302,0.170772,0.527348,1.82528,0.000035
1336,617,24,5965,5881,0.503546,0.962559,0.093741,0.962559,0.906259,0.170843,0.527108,1.826112,0.000035
1337,617,24,5964,5882,0.503461,0.962559,0.093755,0.962559,0.906245,0.170867,0.527028,1.826389,0.000035
1338,617,24,5960,5886,0.503123,0.962559,0.093812,0.962559,0.906188,0.170961,0.526708,1.8275,0.000035
1339,617,24,5957,5889,0.50287,0.962559,0.093855,0.962559,0.906145,0.171033,0.526468,1.828334,0.000035
1340,617,24,5952,5894,0.502448,0.962559,0.093926,0.962559,0.906074,0.171151,0.526067,1.829726,0.000035
1341,617,24,5950,5896,0.502279,0.962559,0.093955,0.962559,0.906045,0.171199,0.525907,1.830283,0.000036
1342,617,24,5949,5897,0.502195,0.962559,0.093969,0.962559,0.906031,0.171222,0.525827,1.830562,0.000036
1343,617,24,5948,5898,0.50211,0.962559,0.093983,0.962559,0.906017,0.171246,0.525747,1.830841,0.000036
1344,617,24,5945,5901,0.501857,0.962559,0.094026,0.962559,0.905974,0.171318,0.525507,1.831678,0.000036
1345,617,24,5941,5905,0.50152,0.962559,0.094084,0.962559,0.905916,0.171413,0.525186,1.832795,0.000036
1346,617,24,5939,5907,0.501351,0.962559,0.094112,0.962559,0.905888,0.17146,0.525026,1.833354,0.000036
1347,617,24,5938,5908,0.501266,0.962559,0.094127,0.962559,0.905873,0.171484,0.524946,1.833634,0.000036
1348,617,24,5936,5910,0.501097,0.962559,0.094155,0.962559,0.905845,0.171532,0.524786,1.834193,0.000036
1349,617,24,5935,5911,0.501013,0.962559,0.09417,0.962559,0.90583,0.171556,0.524706,1.834473,0.000036
1350,617,24,5934,5912,0.500929,0.962559,0.094184,0.962559,0.905816,0.17158,0.524626,1.834753,0.000036
1351,617,24,5933,5913,0.500844,0.962559,0.094198,0.962559,0.905802,0.171603,0.524546,1.835033,0.000036
1352,617,24,5932,5914,0.50076,0.962559,0.094213,0.962559,0.905787,0.171627,0.524465,1.835313,0.000036
1353,617,24,5931,5915,0.500675,0.962559,0.094227,0.962559,0.905773,0.171651,0.524385,1.835594,0.000036
1354,617,24,5923,5923,0.5,0.962559,0.094343,0.962559,0.905657,0.171842,0.523745,1.837839,0.000037
1355,617,24,5921,5925,0.499831,0.962559,0.094371,0.962559,0.905629,0.17189,0.523585,1.838401,0.000037
1356,617,24,5916,5930,0.499409,0.962559,0.094444,0.962559,0.905556,0.17201,0.523184,1.839808,0.000037
1357,617,24,5915,5931,0.499325,0.962559,0.094458,0.962559,0.905542,0.172034,0.523104,1.84009,0.000037
1358,617,24,5914,5932,0.49924,0.962559,0.094473,0.962559,0.905527,0.172058,0.523024,1.840372,0.000037
1359,617,24,5913,5933,0.499156,0.962559,0.094487,0.962559,0.905513,0.172082,0.522944,1.840654,0.000037
1360,617,24,5912,5934,0.499071,0.962559,0.094501,0.962559,0.905499,0.172106,0.522864,1.840936,0.000037
1361,617,24,5911,5935,0.498987,0.962559,0.094516,0.962559,0.905484,0.17213,0.522784,1.841218,0.000037
1362,617,24,5908,5938,0.498734,0.962559,0.094559,0.962559,0.905441,0.172202,0.522543,1.842064,0.000037
1363,617,24,5907,5939,0.498649,0.962559,0.094574,0.962559,0.905426,0.172226,0.522463,1.842346,0.000037
1364,617,24,5903,5943,0.498312,0.962559,0.094632,0.962559,0.905368,0.172322,0.522143,1.843477,0.000037
1365,617,24,5899,5947,0.497974,0.962559,0.09469,0.962559,0.90531,0.172419,0.521823,1.844608,0.000037
1366,617,24,5898,5948,0.49789,0.962559,0.094705,0.962559,0.905295,0.172443,0.521743,1.844891,0.000037
1367,617,24,5897,5949,0.497805,0.962559,0.094719,0.962559,0.905281,0.172467,0.521663,1.845175,0.000037
1368,617,24,5896,5950,0.497721,0.962559,0.094734,0.962559,0.905266,0.172491,0.521582,1.845458,0.000037
1369,617,24,5895,5951,0.497636,0.962559,0.094748,0.962559,0.905252,0.172515,0.521502,1.845741,0.000037
1370,617,24,5894,5952,0.497552,0.962559,0.094763,0.962559,0.905237,0.172539,0.521422,1.846025,0.000037
1371,617,24,5893,5953,0.497467,0.962559,0.094777,0.962559,0.905223,0.172563,0.521342,1.846308,0.000038
1372,617,24,5882,5964,0.496539,0.962559,0.094938,0.962559,0.905062,0.172829,0.520461,1.849433,0.000038
1373,617,24,5879,5967,0.496286,0.962559,0.094982,0.962559,0.905018,0.172902,0.520221,1.850288,0.000038
1374,616,25,5878,5968,0.496201,0.960998,0.094857,0.960998,0.905143,0.17267,0.520061,1.847858,0.000038
1375,616,25,5877,5969,0.496117,0.960998,0.094871,0.960998,0.905129,0.172694,0.519981,1.848142,0.000038
1376,616,25,5876,5970,0.496032,0.960998,0.094886,0.960998,0.905114,0.172718,0.519901,1.848427,0.000038
1377,616,25,5875,5971,0.495948,0.960998,0.094901,0.960998,0.905099,0.172743,0.519821,1.848712,0.000038
1378,616,25,5873,5973,0.495779,0.960998,0.09493,0.960998,0.90507,0.172791,0.51966,1.849281,0.000038
1379,616,25,5863,5983,0.494935,0.960998,0.095076,0.960998,0.904924,0.173034,0.51886,1.852136,0.000038
1380,616,25,5861,5985,0.494766,0.960998,0.095106,0.960998,0.904894,0.173082,0.518699,1.852708,0.000038
1381,616,25,5860,5986,0.494682,0.960998,0.09512,0.960998,0.90488,0.173107,0.518619,1.852994,0.000038
1382,616,25,5859,5987,0.494597,0.960998,0.095135,0.960998,0.904865,0.173131,0.518539,1.85328,0.000038
1383,616,25,5858,5988,0.494513,0.960998,0.09515,0.960998,0.90485,0.173155,0.518459,1.853566,0.000038
1384,616,25,5854,5992,0.494175,0.960998,0.095209,0.960998,0.904791,0.173253,0.518139,1.854712,0.000038
1385,616,25,5852,5994,0.494006,0.960998,0.095238,0.960998,0.904762,0.173301,0.517979,1.855286,0.000038
1386,616,25,5844,6002,0.493331,0.960998,0.095356,0.960998,0.904644,0.173497,0.517338,1.857583,0.000039
1387,616,25,5843,6003,0.493247,0.960998,0.095371,0.960998,0.904629,0.173521,0.517258,1.857871,0.000039
1388,616,25,5824,6022,0.491643,0.960998,0.095652,0.960998,0.904348,0.173987,0.515736,1.863352,0.000039
1389,616,25,5820,6026,0.491305,0.960998,0.095712,0.960998,0.904288,0.174085,0.515416,1.86451,0.000039
1390,616,25,5819,6027,0.491221,0.960998,0.095726,0.960998,0.904274,0.17411,0.515336,1.8648,0.000039
1391,616,25,5818,6028,0.491136,0.960998,0.095741,0.960998,0.904259,0.174134,0.515256,1.86509,0.000039
1392,616,25,5817,6029,0.491052,0.960998,0.095756,0.960998,0.904244,0.174159,0.515176,1.86538,0.000039
1393,616,25,5813,6033,0.490714,0.960998,0.095816,0.960998,0.904184,0.174257,0.514855,1.86654,0.000039
1394,616,25,5810,6036,0.490461,0.960998,0.095861,0.960998,0.904139,0.174331,0.514615,1.867412,0.000039
1395,616,25,5806,6040,0.490123,0.960998,0.09592,0.960998,0.90408,0.17443,0.514295,1.868575,0.000039
1396,616,25,5805,6041,0.490039,0.960998,0.095935,0.960998,0.904065,0.174455,0.514215,1.868866,0.00004
1397,616,25,5804,6042,0.489954,0.960998,0.09595,0.960998,0.90405,0.17448,0.514135,1.869157,0.00004
1398,616,25,5803,6043,0.48987,0.960998,0.095965,0.960998,0.904035,0.174504,0.514055,1.869448,0.00004
1399,616,25,5800,6046,0.489617,0.960998,0.09601,0.960998,0.90399,0.174578,0.513814,1.870322,0.00004
1400,616,25,5792,6054,0.488941,0.960998,0.09613,0.960998,0.90387,0.174777,0.513174,1.872657,0.00004
1401,616,25,5790,6056,0.488773,0.960998,0.09616,0.960998,0.90384,0.174826,0.513014,1.873242,0.00004
1402,616,25,5789,6057,0.488688,0.960998,0.096175,0.960998,0.903825,0.174851,0.512933,1.873534,0.00004
1403,616,25,5783,6063,0.488182,0.960998,0.096265,0.960998,0.903735,0.175,0.512453,1.875291,0.000041
1404,616,25,5782,6064,0.488097,0.960998,0.09628,0.960998,0.90372,0.175025,0.512373,1.875584,0.000041
1405,616,25,5778,6068,0.48776,0.960998,0.09634,0.960998,0.90366,0.175124,0.512053,1.876758,0.000041
1406,616,25,5777,6069,0.487675,0.960998,0.096355,0.960998,0.903645,0.175149,0.511972,1.877051,0.000041
1407,616,25,5775,6071,0.487506,0.960998,0.096386,0.960998,0.903614,0.175199,0.511812,1.877638,0.000041
1408,616,25,5774,6072,0.487422,0.960998,0.096401,0.960998,0.903599,0.175224,0.511732,1.877932,0.000041
1409,616,25,5773,6073,0.487337,0.960998,0.096416,0.960998,0.903584,0.175249,0.511652,1.878226,0.000042
1410,616,25,5772,6074,0.487253,0.960998,0.096431,0.960998,0.903569,0.175274,0.511572,1.87852,0.000042
1411,616,25,5771,6075,0.487169,0.960998,0.096446,0.960998,0.903554,0.175299,0.511492,1.878814,0.000042
1412,616,25,5770,6076,0.487084,0.960998,0.096461,0.960998,0.903539,0.175324,0.511412,1.879109,0.000042
1413,616,25,5768,6078,0.486915,0.960998,0.096491,0.960998,0.903509,0.175374,0.511252,1.879697,0.000043
1414,616,25,5767,6079,0.486831,0.960998,0.096506,0.960998,0.903494,0.175399,0.511172,1.879992,0.000043
1415,616,25,5762,6084,0.486409,0.960998,0.096582,0.960998,0.903418,0.175524,0.510771,1.881466,0.000043
1416,616,25,5761,6085,0.486324,0.960998,0.096597,0.960998,0.903403,0.175549,0.510691,1.881761,0.000043
1417,616,25,5742,6104,0.484721,0.960998,0.096886,0.960998,0.903114,0.176025,0.50917,1.887384,0.000043
1418,616,25,5741,6105,0.484636,0.960998,0.096901,0.960998,0.903099,0.17605,0.509089,1.887681,0.000043
1419,616,25,5739,6107,0.484467,0.960998,0.096932,0.960998,0.903068,0.176101,0.508929,1.888275,0.000043
1420,616,25,5737,6109,0.484298,0.960998,0.096962,0.960998,0.903038,0.176151,0.508769,1.888869,0.000043
1421,616,25,5733,6113,0.483961,0.960998,0.097023,0.960998,0.902977,0.176252,0.508449,1.890059,0.000043
1422,616,25,5732,6114,0.483876,0.960998,0.097038,0.960998,0.902962,0.176277,0.508369,1.890357,0.000043
1423,616,25,5730,6116,0.483708,0.960998,0.097069,0.960998,0.902931,0.176327,0.508209,1.890953,0.000043
1424,616,25,5729,6117,0.483623,0.960998,0.097084,0.960998,0.902916,0.176353,0.508128,1.891251,0.000043
1425,616,25,5728,6118,0.483539,0.960998,0.0971,0.960998,0.9029,0.176378,0.508048,1.891549,0.000044
1426,616,25,5727,6119,0.483454,0.960998,0.097115,0.960998,0.902885,0.176403,0.507968,1.891847,0.000044
1427,616,25,5718,6128,0.482695,0.960998,0.097253,0.960998,0.902747,0.176631,0.507248,1.894535,0.000044
1428,616,25,5716,6130,0.482526,0.960998,0.097284,0.960998,0.902716,0.176681,0.507087,1.895134,0.000044
1429,616,25,5715,6131,0.482441,0.960998,0.097299,0.960998,0.902701,0.176707,0.507007,1.895433,0.000044
1430,616,25,5713,6133,0.482272,0.960998,0.09733,0.960998,0.90267,0.176758,0.506847,1.896032,0.000044
1431,616,25,5711,6135,0.482104,0.960998,0.097361,0.960998,0.902639,0.176808,0.506687,1.896632,0.000044
1432,616,25,5710,6136,0.482019,0.960998,0.097376,0.960998,0.902624,0.176834,0.506607,1.896931,0.000044
1433,616,25,5707,6139,0.481766,0.960998,0.097422,0.960998,0.902578,0.17691,0.506367,1.897831,0.000044
1434,616,25,5704,6142,0.481513,0.960998,0.097468,0.960998,0.902532,0.176986,0.506126,1.898732,0.000044
1435,616,25,5702,6144,0.481344,0.960998,0.097499,0.960998,0.902501,0.177037,0.505966,1.899333,0.000044
1436,616,25,5701,6145,0.481259,0.960998,0.097515,0.960998,0.902485,0.177062,0.505886,1.899634,0.000044
1437,616,25,5699,6147,0.481091,0.960998,0.097546,0.960998,0.902454,0.177113,0.505726,1.900236,0.000045
1438,616,25,5695,6151,0.480753,0.960998,0.097607,0.960998,0.902393,0.177215,0.505406,1.90144,0.000045
1439,616,25,5693,6153,0.480584,0.960998,0.097638,0.960998,0.902362,0.177266,0.505245,1.902043,0.000045
1440,616,25,5691,6155,0.480415,0.960998,0.097669,0.960998,0.902331,0.177317,0.505085,1.902646,0.000045
1441,616,25,5688,6158,0.480162,0.960998,0.097716,0.960998,0.902284,0.177394,0.504845,1.903551,0.000045
1442,616,25,5687,6159,0.480078,0.960998,0.097731,0.960998,0.902269,0.177419,0.504765,1.903853,0.000045
1443,616,25,5672,6174,0.478811,0.960998,0.097964,0.960998,0.902036,0.177803,0.503564,1.908395,0.000045
